NO,SMILES,Target protein,E3 ligase,probability_NonConventional ,probability_Salt,probability_SolidDispersion,probability_Nanocrystal,probability_LipidBasedFormulation,probability_Cyclodextrin
115,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.68265295,0.915834392,0.978448276,0.030172414,0.379310345,0.316129032
116,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(N5C(=S)N(C6=CN=C(C#N)C(C(F)(F)F)=C6)C(=O)C56CCC6)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.656537826,0.895797513,0.99137931,0.043103448,0.25,0.303225806
117,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(S(=O)CC(C)(O)C(=O)NC5=CC=C(C#N)C(C(F)(F)F)=C5)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.690255919,0.908579119,0.995689655,0.754310345,0.38362069,0.341935484
118,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(C(=O)N[C@H]5C(C)(C)[C@H](OC6=CC=C(C#N)C(Cl)=C6)C5(C)C)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.608567798,0.859264715,0.974137931,0.021551724,0.478448276,0.309677419
119,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#CC4=CC=C(CC5=C(C)N(C6=CC=C(C#N)C(Cl)=C6)N=C5C)C=C4)CC3)CC2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.551519697,0.903737193,0.974137931,0.034482759,0.461206897,0.361290323
120,CC1=C(C2=CC=C([C@H](CC(=O)N3CCC(N4CCC(C#CC5=CC=C(C(=O)N[C@H]6C(C)(C)[C@H](OC7=CC=C(C#N)C(Cl)=C7)C6(C)C)C=C5)CC4)CC3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.652951685,0.830738083,0.99137931,0.370689655,0.448275862,0.277419355
121,CC1=C(C2=CC=C([C@H](CC(=O)N3CCC(N4CCC(C#CC5=CC=C(C(=O)N[C@H]6C(C)(C)[C@H](OC7=CC=C(C#N)C(Cl)=C7)C6(C)C)C=C5)CC4)CC3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(C#N)CC3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.642035364,0.859637811,0.99137931,0.021551724,0.474137931,0.277419355
122,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CC(=O)N1CCC(N2CCC(C#CC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(Cl)=C5)C4(C)C)C=C3)CC2)CC1)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,AR,VHL,0.655145953,0.861416984,0.995689655,0.012931034,0.504310345,0.322580645
123,CC1=C(C2=CC=C([C@@H](CC(=O)N3CCC(N4CCC(C#CC5=CC=C(C(=O)N[C@H]6C(C)(C)[C@H](OC7=CC=C(C#N)C(Cl)=C7)C6(C)C)C=C5)CC4)CC3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.652951685,0.830738083,0.99137931,0.370689655,0.448275862,0.277419355
124,CC1=C(C2=CC=C([C@H](CC(=O)N3CCC(N4CCC(C#CC5=CC=C(C(=O)N[C@H]6C(C)(C)[C@H](OC7=CC=C(C#N)C(Cl)=C7)C6(C)C)C=C5)CC4)CC3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](NC(=O)C3(F)CC3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.652951685,0.830738083,0.99137931,0.370689655,0.448275862,0.277419355
125,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)NCCCCCCCCCNC(=O)C2=CC=C(C(=O)N[C@H]3C(C)(C)[C@H](OC4=CC=C(C#N)C(Cl)=C4)C3(C)C)C=C2)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)C)=C1,AR,VHL,0.647943048,0.778820239,0.978448276,0.047413793,0.534482759,0.322580645
126,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)NCCCCCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.691306337,0.76741184,1,0.36637931,0.534482759,0.290322581
127,CC1(C)[C@H](NC(=O)C2=CC=C(C#CC3CCN(C4CCN(C5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.577589051,0.834515938,0.995689655,0.745689655,0.517241379,0.329032258
128,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.675854394,0.855410519,1,0.017241379,0.155172414,0.335483871
129,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.642003105,0.853208356,1,0.017241379,0.189655172,0.367741935
130,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.642673761,0.845537286,1,0.017241379,0.155172414,0.341935484
131,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.625758605,0.853827635,1,0.017241379,0.198275862,0.367741935
132,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.625758605,0.854963234,1,0.017241379,0.189655172,0.367741935
133,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.629896536,0.85381948,1,0.017241379,0.202586207,0.35483871
134,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.617122699,0.860718137,1,0.017241379,0.189655172,0.361290323
135,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.664536492,0.858064328,1,0.012931034,0.193965517,0.129032258
136,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.692713204,0.854765133,1,0.012931034,0.193965517,0.051612903
137,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.638250604,0.828251737,1,0.017241379,0.215517241,0.35483871
138,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCOCCCC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.637416857,0.855004972,1,0.017241379,0.155172414,0.361290323
139,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.646698879,0.822602058,1,0.017241379,0.215517241,0.35483871
140,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.593875949,0.826371474,0.995689655,0.017241379,0.228448276,0.35483871
141,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCOCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.580785764,0.857542741,1,0.017241379,0.185344828,0.35483871
142,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.572248359,0.826332171,0.995689655,0.017241379,0.224137931,0.35483871
143,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.580696635,0.832398554,1,0.017241379,0.228448276,0.122580645
144,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,BRD2,CRBN,0.582661923,0.832111992,1,0.017241379,0.224137931,0.038709677
145,COC1=CC2=C(C=C1C1=C(C)ON=C1C)[NH]C1=NC(C(=O)NCCCCCC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)=NC=C12,BRD2,CRBN,0.592134077,0.822724554,1,0.012931034,0.284482759,0.4
146,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,BRD4,CRBN,0.719161696,0.807958312,1,0.00862069,0.254310345,0.341935484
147,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,BRD4,CRBN,0.71047092,0.853228801,1,0.00862069,0.254310345,0.35483871
148,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,BRD4,CRBN,0.693299628,0.862378834,1,0.012931034,0.280172414,0.329032258
149,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,BRD4,CRBN,0.698260922,0.862872218,1,0.021551724,0.280172414,0.316129032
150,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,BRD4,CRBN,0.655933619,0.861720989,1,0.034482759,0.284482759,0.309677419
151,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCC3=CN(CCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C5=C(SC(C)=C5C)N5C(C)=NN=C45)N=N3)C(C)(C)C)C=C2)SC=N1,BRD4,VHL,0.60719607,0.887778457,1,0.038793103,0.465517241,0.406451613
152,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCC3=CN(CCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C5=C(SC(C)=C5C)N5C(C)=NN=C45)N=N3)C(C)(C)C)C=C2)SC=N1,BRD4,VHL,0.585714433,0.879524806,1,0.034482759,0.461206897,0.393548387
153,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCC3=CN(CCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C5=C(SC(C)=C5C)N5C(C)=NN=C45)N=N3)C(C)(C)C)C=C2)SC=N1,BRD4,VHL,0.570914116,0.876936408,1,0.030172414,0.443965517,0.4
154,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC3=CN(CCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C5=C(SC(C)=C5C)N5C(C)=NN=C45)N=N3)C(C)(C)C)C=C2)SC=N1,BRD4,VHL,0.570994935,0.874805886,1,0.030172414,0.443965517,0.374193548
155,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC3=CN(CCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C5=C(SC(C)=C5C)N5C(C)=NN=C45)N=N3)C(C)(C)C)C=C2)SC=N1,BRD4,VHL,0.542563832,0.873584885,1,0.047413793,0.461206897,0.374193548
156,CC1=CC(C)=NC(SCC(=O)NC2=NC=C(CC3=CC=CC(OCC4=CN(CCCCNC(=O)COC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)=C3)S2)=N1,SIRT2,CRBN,0.720748284,0.795753764,1,0.012931034,0.11637931,0.335483871
157,CC1=NN=C2COCC3=C(SC(C#CC4=CN(C5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.594075744,0.634548954,0.931034483,0.038793103,0.353448276,0.161290323
158,CC1=NN=C2COCC3=C(SC(C#CC4=CN(COC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.63464312,0.62028006,0.931034483,0.034482759,0.310344828,0.15483871
159,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.566519311,0.731468531,0.995689655,0.012931034,0.336206897,0.135483871
160,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.557629225,0.743375219,0.995689655,0.017241379,0.318965517,0.180645161
161,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.557548406,0.750440829,0.995689655,0.017241379,0.323275862,0.380645161
162,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.557548406,0.760771994,0.995689655,0.017241379,0.323275862,0.380645161
163,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.384229019,0.781066439,0.987068966,0.021551724,0.301724138,0.425806452
164,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.420953504,0.785135613,0.99137931,0.012931034,0.331896552,0.387096774
165,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.529580647,0.770396384,0.926724138,0.012931034,0.405172414,0.374193548
166,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCC#CC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.451749711,0.754439268,0.918103448,0.00862069,0.38362069,0.367741935
167,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCC#CC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,BRD2,CRBN,0.56742126,0.717893671,0.931034483,0.017241379,0.379310345,0.167741935
168,NC(=O)C1=CC=CC2=CN(C3=CC=C(C4=CN(CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)C=C3)N=C12,PARP1,CRBN,0.393719852,0.827339837,0.995689655,0.012931034,0.314655172,0.309677419
169,CC1=C(C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)C(NC(=O)CCC(=O)NCCOCCOCCOCCN3C=C(C4=CC=C(N5C=C6C=CC=C(C(N)=O)C6=N5)C=C4)N=N3)C(C)(C)C)C=C2)SC=N1,PARP1,VHL,0.47408748,0.897278289,1,0.056034483,0.38362069,0.232258065
170,COC1=CC=C(C2=NC(C3=CC=C(Cl)C=C3)C(C3=CC=C(Cl)C=C3)N2C(=O)N2CCN(CC(=O)NCCOCCOCCOCCOCCN3C=C(C4=CC=C(N5C=C6C=CC=C(C(N)=O)C6=N5)C=C4)N=N3)C(=O)C2)C(OC(C)C)=C1,PARP1,MDM2,0.488998622,0.904591885,1,0.043103448,0.25862069,0.335483871
171,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCN4C=C(CCCC(=O)N5CCN(C(=O)C6=CC(CC7=N[NH]C(=O)C8=CC=CC=C78)=CC=C6F)CC5)N=N4)=C3C2=O)C(=O)N1,PARP1,CRBN,0.64310786,0.816286661,1,0.051724138,0.228448276,0.238709677
172,COC1=CC=C(C2=NC(C3=CC=C(Cl)C=C3)C(C3=CC=C(Cl)C=C3)N2C(=O)N2CCN(CC(=O)NCCOCCOCCOCCOCCN3C=C(CCCC(=O)N4CCN(C(=O)C5=CC(CC6=N[NH]C(=O)C7=CC=CC=C67)=CC=C5F)CC4)N=N3)C(=O)C2)C(OC(C)C)=C1,PARP1,MDM2,0.664080519,0.879511523,1,0.021551724,0.206896552,0.348387097
173,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.621168261,0.839789066,0.995689655,0,0.375,0.322580645
174,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.612110559,0.827986469,0.995689655,0,0.370689655,0.309677419
175,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.658174132,0.830154483,1,0,0.375,0.225806452
176,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOCCCCCOCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.685108753,0.867308938,1,0,0.49137931,0.341935484
177,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCCCOCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.689262358,0.86836174,1,0.00862069,0.543103448,0.35483871
178,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.655582891,0.855167701,1,0.00862069,0.487068966,0.341935484
179,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCOCCOCCOCCOCCOCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.613417157,0.85997259,1,0.047413793,0.512931034,0.348387097
180,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCOCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,CRBN,VHL,0.656720187,0.856916349,1,0.012931034,0.534482759,0.335483871
181,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,p38alpha,VHL,0.669484944,0.914320657,1,0.064655172,0.215517241,0.341935484
182,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,p38alpha,VHL,0.654224088,0.913083458,1,0.064655172,0.219827586,0.329032258
183,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCOCCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,c-Met,VHL,0.649724401,0.911382778,0.995689655,0.064655172,0.219827586,0.329032258
184,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCCOCCCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,p38alpha,VHL,0.641415318,0.914535578,0.982758621,0.064655172,0.206896552,0.316129032
185,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCOCCOCCOC1=CC(C2=C(C)N=CS2)=CC=C1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](C(C)C)N1CC2=CC=CC=C2C1=O,p38alpha,VHL,0.64965842,0.916134659,0.99137931,0.064655172,0.189655172,0.309677419
186,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCCOCCCCOC1=CC(C2=C(C)N=CS2)=CC=C1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](C(C)C)N1CC2=CC=CC=C2C1=O,p38alpha,VHL,0.637457148,0.91221879,0.978448276,0.064655172,0.176724138,0.309677419
187,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCOCCOCCCOC1=CC(C2=C(C)N=CS2)=CC=C1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](C(C)C)N1CC2=CC=CC=C2C1=O,p38alpha,VHL,0.628906545,0.918598465,0.978448276,0.064655172,0.185344828,0.309677419
188,COC1=CC2=C(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3F)C=CN=C2C=C1OCCCOCCCOCCCOC1=CC(C2=C(C)N=CS2)=CC=C1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](C(C)C)N1CC2=CC=CC=C2C1=O,p38alpha,VHL,0.637457148,0.916243677,0.978448276,0.064655172,0.185344828,0.309677419
189,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,CDK4,CRBN,0.635147298,0.90558962,0.982758621,0.030172414,0.38362069,0.24516129
190,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,CDK6,CRBN,0.624509233,0.892826759,0.982758621,0.034482759,0.370689655,0.35483871
191,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,CDK6,CRBN,0.620422132,0.893005492,0.982758621,0.120689655,0.38362069,0.367741935
192,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCOCCOCCOC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,CDK6,CRBN,0.6529848,0.885772646,1,0.11637931,0.301724138,0.24516129
