target,base_group,MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,BCUT2D_MWHI,BCUT2D_MRLOW,HallKierAlpha,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,SMR_VSA1,SMR_VSA3,SMR_VSA6,SlogP_VSA1,SlogP_VSA10,SlogP_VSA3,EState_VSA2,VSA_EState1,VSA_EState4,VSA_EState5,VSA_EState8,NumAliphaticHeterocycles,NumAromaticHeterocycles,RingCount,MolLogP,fr_Ar_NH,fr_NH1,fr_allylic_oxid,fr_ether,fr_imidazole,fr_methoxy
1,-1.213559752,-0.503622961,0.347938233,0.100110642,-0.631812213,0.457311885,0.172413158,-0.809294389,-0.9463765,-0.49763767,-1.079724628,-0.196043338,-0.313732335,0.956216376,0.762007246,-0.735856666,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-0.235752852,-0.568108719,-0.780950478,1.902206376,-0.205945153,2.03628497,-0.841737232,-0.763505675,-0.238779652,0.88353431,-0.31741701,-0.708925369,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,0.964763792,0.112345669,0.000529938,-0.417857103,0.456534902,0.131868738,0.332472253,0.018001128,0.157039906,-0.468022432,0.327352529,-0.313732335,-1.307632422,-0.97431084,-0.43024346,0.074083574,1.113057676,1.073188649,0.422018118,-1.190581857,-0.148650892,-0.079311938,-0.591880384,-0.537386986,-0.496571928,0.22813439,0.518429779,0.284995069,-1.130161181,-0.31741701,0.167564178,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,-0.936386866,0.810820349,0.273630248,-0.639491719,0.615609811,1.030603379,-0.809294389,-0.9463765,-0.49763767,-1.079724628,-0.767615937,-0.313732335,1.656515171,1.299283891,-1.069600484,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-0.889840819,-0.780950478,0.86135857,1.544033927,2.131465787,-0.841737232,-0.763505675,-0.238779652,1.568340988,-0.31741701,-0.708925369,2.301759324,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,0.928182186,-2.15264634,0.04297128,0.579989922,-0.321919225,-0.618203029,-0.414631074,0.015922818,-0.49763767,0.768825722,-0.244220071,-0.313732335,-1.307632422,0.298429401,0.464878774,-0.332317205,0.16968622,1.003598695,2.519633024,-0.223334344,0.195759632,1.554839439,-1.761762062,-0.689872564,-0.494076677,0.22813439,-0.763505675,-0.238779652,-0.056952297,-0.31741701,0.167564178,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,-2.54301798,1.010264935,-0.042254307,0.842341278,3.226652091,-0.49656977,-0.44033431,-0.9463765,-0.49763767,-0.442777865,-0.173459411,-0.313732335,0.05883679,1.11934049,-1.425061685,0.044468657,-0.594658986,0.4190442,0.566278118,-1.190581857,-0.89407013,-0.686682939,1.511515183,0.147934156,-0.262798145,0.22813439,-0.763505675,0.80876979,1.500986459,-0.31741701,0.167564178,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,-0.898584058,0.534018583,1.44817363,-0.637951884,0.41951666,1.152236638,-0.020530549,-0.9463765,-0.49763767,-1.079724628,-0.767615937,-0.313732335,0.664389555,1.338799298,-0.358678081,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-1.305379516,-0.780950478,0.391053629,0.969988912,1.455706457,-0.841737232,-0.763505675,-0.238779652,0.705784283,-0.31741701,-0.708925369,0.916629819,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,0.391985216,-0.249024386,-0.201749435,-0.617496321,-0.451522009,-0.422238333,0.682065969,0.100682003,-0.49763767,-0.468022432,0.398113189,-0.313732335,-1.039875889,-0.301863558,-0.050666302,0.480484353,-0.012747648,-0.253953314,-0.698919335,1.88011534,0.351371112,-0.494258289,0.019356793,-0.059894808,-0.605880557,1.298006011,1.800365233,0.80876979,-1.012780769,-0.31741701,-0.708925369,-0.468499685,0.005500903,-0.250789598,-0.422158527
1,-1.213559752,-0.851119684,0.496576353,0.093252619,-0.637942492,0.359101838,1.152236638,-0.020530549,-0.9463765,-0.49763767,-1.079724628,-0.767615937,-0.313732335,0.866579824,1.178374559,-0.358678081,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-0.902507218,-0.780950478,0.15178794,0.929609658,1.039310097,-0.841737232,-0.763505675,-0.238779652,0.641592566,-0.31741701,-0.708925369,1.378339654,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,0.383902822,0.627097127,-0.566251802,-0.619652911,-0.254365342,-1.260156344,0.740246547,-0.9463765,0.214730616,0.768825722,-0.196043338,-0.313732335,0.099968156,-0.158335351,-0.09410107,0.06660276,3.657414739,1.058451488,1.198876845,0.072469348,-0.501095347,-0.574979651,1.02190159,-0.123162587,-0.273633219,1.298006011,-0.763505675,0.80876979,-0.224706056,-0.31741701,1.044053725,-0.468499685,0.005500903,-0.250789598,0.773957299
1,-1.213559752,0.531447378,-2.211945684,-0.510344252,-0.396678845,-0.334182407,0.057537302,-0.382435126,-0.9463765,0.927098903,0.143679764,-0.767615937,-0.313732335,-0.537145955,1.09642049,1.076105186,-0.332317205,-0.594658986,0.413722875,2.863711749,0.74391317,0.27957965,2.650618786,-1.970252995,-0.068744321,-0.256704545,0.22813439,-0.763505675,0.80876979,1.093963756,-0.31741701,1.044053725,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,-0.57806932,0.27545392,0.637931674,7.886613656,-0.3241769,2.023941665,0.393736458,0.540004691,-0.49763767,-0.468022432,-0.767615937,-0.313732335,-1.307632422,2.476281427,-0.050666302,-0.805428631,-0.947097336,0.39226923,-0.698919335,-0.201775879,-0.476861765,-0.390865151,1.462215614,0.362342186,-1.081850873,-0.841737232,-0.763505675,-0.762554373,0.194656068,-0.31741701,-0.708925369,-0.468499685,0.005500903,-0.250789598,-0.422158527
1,0.824022054,0.794248366,-0.222281089,-0.024719513,-0.604990122,-0.99999051,1.077905202,3.720076902,1.597202802,-0.49763767,-0.468022432,-0.767615937,-0.313732335,-0.504362823,1.395882187,2.664363111,0.06660276,1.359557871,-0.985439939,-0.698919335,1.737893105,1.235668456,0.821430382,-2.073543783,-0.861019604,2.485348995,2.367877633,-0.763505675,-0.238779652,-0.988770127,-0.31741701,-0.708925369,-0.468499685,3.746114882,-0.250789598,0.773957299
1,0.824022054,-0.607299873,0.358824662,-0.444905994,0.842345172,-0.315594321,0.60488697,-0.398673797,-0.9463765,-0.49763767,-0.468022432,-0.767615937,-0.313732335,0.528036983,-1.015451733,-0.735856666,-0.805428631,-0.594658986,-0.285858532,0.566278118,-0.201775879,-0.868270318,-0.780950478,-0.014710357,-0.199293029,-1.081850873,-0.841737232,-0.763505675,-0.762554373,0.108591948,-0.31741701,0.167564178,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,-0.208078347,0.874495762,-0.334734857,-0.639260244,-0.247056166,1.334686528,-0.809294389,-0.9463765,-0.49763767,-0.468022432,-0.767615937,-0.313732335,-0.556594835,0.88038974,-0.735856666,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-0.767869833,-0.152570022,-0.780950478,-0.027674555,1.153052043,-0.14013326,-0.841737232,-0.763505675,0.284995069,-0.107414738,-0.31741701,-0.708925369,-0.006789851,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,0.248547159,0.923712356,-0.804958094,-0.648876644,0.561304049,0.435951887,-1.203676309,-0.9463765,-0.49763767,0.143679764,-0.767615937,-0.313732335,2.890445593,-0.095381646,-0.75757405,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-0.517969522,-0.780950478,0.560282069,1.115281666,1.564613829,-0.841737232,-0.763505675,-0.762554373,2.24393542,-0.31741701,-0.708925369,1.378339654,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,2.094529732,-0.364248299,-0.296912007,-0.417437115,-0.630961892,0.50352592,-0.049080082,-0.471753566,0.19978487,0.755381959,-0.244220071,-0.313732335,2.92582694,0.317174551,0.922434539,-0.805428631,-0.509141503,-0.985439939,-0.210580609,0.495181373,0.365416174,0.188410379,-2.396067102,-0.864405049,0.318568394,-0.841737232,-0.763505675,0.284995069,1.696145315,-0.31741701,-0.708925369,1.378339654,0.005500903,-0.250789598,-0.422158527
1,0.824022054,0.001568098,0.927491656,-0.833083491,-0.649277245,0.548709393,0.652188793,-1.203676309,-0.9463765,-0.49763767,-0.468022432,-0.229320454,-0.313732335,-0.002006194,-1.209368545,-1.091317868,0.050074813,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-0.105929923,-0.704239541,0.204929515,0.317194785,0.49876985,-0.841737232,1.800365233,-0.762554373,-0.36703259,-0.31741701,-0.708925369,-0.468499685,-0.742621893,-0.250789598,-0.422158527
1,0.824022054,0.486736716,0.706975533,-0.516705199,0.842257082,-0.335818963,-0.651990046,-0.472011534,0.100682003,-0.49763767,0.726364761,-0.767615937,-0.313732335,0.257522454,2.061852231,-0.098115726,-0.399027852,-0.037848492,-0.362164971,-0.698919335,0.215851277,0.390018757,-0.24183424,1.512344093,0.193017189,1.005961027,-0.841737232,0.518429779,-0.238779652,2.086917402,-0.31741701,-0.708925369,1.840049489,0.753623699,-0.250789598,0.773957299
1,-1.213559752,0.241509143,0.912898525,-0.790098635,-0.648876769,0.561304448,-0.091125571,-1.203676309,-0.9463765,-0.49763767,0.143679764,-0.767615937,-0.313732335,1.432759654,1.114054388,-0.75757405,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-1.190581857,-0.517969522,-0.780950478,1.91842188,0.136267916,1.414914945,-0.841737232,-0.763505675,-0.762554373,2.137157109,-0.31741701,-0.708925369,4.148598663,-0.742621893,-0.250789598,-0.422158527
1,-1.213559752,-0.569363182,1.10396238,0.852946108,-0.649409631,-0.243056416,0.834638683,-0.833389686,-0.456314764,-0.49763767,-1.079724628,-0.767615937,-0.313732335,0.494359268,1.114054388,-1.091317868,-0.805428631,-0.947097336,-0.985439939,-0.698919335,-0.767869833,-0.911674519,-0.780950478,1.250885828,0.256021392,1.414727933,-0.841737232,-0.763505675,-1.810103816,1.506109323,-0.31741701,-0.708925369,3.225178993,-0.742621893,-0.250789598,-0.422158527
