target,acid_pka,MaxEStateIndex,MinEStateIndex,qed,MolWt,BCUT2D_CHGHI,HallKierAlpha,PEOE_VSA11,PEOE_VSA14,PEOE_VSA8,PEOE_VSA9,SlogP_VSA12,SlogP_VSA7,EState_VSA2,EState_VSA9,VSA_EState1,VSA_EState4,VSA_EState5,fr_Ndealkylation1,fr_aryl_methyl,fr_ester,fr_ether
0,-1.768426068,0.103903851,-1.976232149,1.610517607,-0.58419838,-0.177944686,-0.127732273,0.444550492,-0.419949506,-0.310666352,-0.804492808,-0.554138639,-0.407640853,-0.056451932,-1.07573087,0.846272714,-0.60152353,0.198391798,0.649933684,-0.326796751,-0.461083968,-0.69587145
0,-0.046060456,-0.03478831,1.120201336,1.102235678,-0.502097237,0.739811412,0.567749863,-0.859634106,-0.108328506,-0.690746675,-1.106882886,-0.554138639,-0.407640853,-0.30195658,-0.728876007,-0.450734581,0.176198737,1.024530193,-0.371390676,1.633983755,0.666010175,-0.217459828
0,0.373452266,0.986904,-0.433682539,1.196663182,-0.525565898,0.025393295,-0.097049237,-0.197396448,-0.419949506,-0.379367256,0.031864856,-0.554138639,-0.407640853,-0.284777631,-1.07573087,1.977434769,-1.08418183,-0.447081823,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.044081759,-0.345206946,1.180365056,0.616081691,-0.20216841,-1.071225051,0.342740936,-0.859634106,-0.419949506,1.081929298,0.273012223,1.510299597,2.312386264,-0.935812801,0.9700722,-0.45650354,0.210451042,0.654348917,-0.371390676,1.633983755,-0.461083968,-0.217459828
0,0.284822818,-0.459164404,0.066578842,-0.186271369,-0.611032296,-0.818386106,0.618888255,-0.30906881,-0.419949506,-0.674560255,-0.021472483,1.510299597,-0.407640853,-0.947842544,0.997140729,-0.842541982,-0.498089439,0.236355113,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,-0.136873537,0.899513686,0.61090101,-0.564408326,-1.36307271,0.194439599,1.201558492,-0.108328506,-0.622402386,0.13699437,-0.554138639,-0.407640853,0.103932174,-0.035166282,0.201179393,-0.351864856,0.582046846,0.649933684,-0.326796751,0.666010175,0.739363415
0,-0.049014771,-0.897673659,1.046415111,1.170142619,-0.776664244,0.646729991,0.818327985,-0.859634106,-0.419949506,-1.335964591,-0.72984579,-0.554138639,-0.407640853,-0.628668813,-1.07573087,-0.842541982,0.184936134,1.053836678,-0.371390676,1.633983755,-0.461083968,-0.69587145
0,0.382315211,-0.513543202,1.047081308,0.152185325,-0.982741278,-1.218372702,0.460359239,0.464987368,-0.109423014,-0.622402386,-0.732168269,-0.554138639,-0.407640853,-0.615136579,-0.236039933,-0.813842462,2.121044294,0.607721559,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-0.034243196,-0.636912224,0.659067538,-0.129634046,-0.967077008,-1.494993146,1.058678429,-0.859634106,-0.105101824,-0.33809802,-0.376113695,1.510299597,-0.407640853,-0.579092371,0.623217338,-0.842541982,-0.539038522,0.542142623,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,-3.059003392,1.20811271,-0.083097109,-0.135937174,0.249186199,0.000113708,-0.859634106,-0.419949506,0.305441965,-0.667716408,-0.554138639,-0.407640853,-0.962751321,-0.728876007,-0.463937022,0.803990704,0.938494104,-0.371390676,-0.326796751,-0.461083968,-0.217459828
0,-1.901370241,0.332164178,0.360408645,1.21159022,-0.49789638,-0.971596777,-0.086821559,-0.859634106,-0.108328506,-0.154850513,0.06965475,0.478080479,0.952372705,-0.58438816,0.120598096,-0.398795384,0.023556201,0.279920177,-0.371390676,-0.326796751,-0.461083968,-0.217459828
0,1.100213743,0.179778013,1.162137568,0.174900688,-0.31895682,0.929545045,0.767189593,-0.201264295,-0.108328506,-0.340721758,-1.106882886,-0.554138639,-0.407640853,-0.005583127,-0.728876007,-0.437929155,-0.096077553,1.253435775,-0.371390676,-0.326796751,0.666010175,-0.217459828
0,0.792964988,-0.928707635,0.373971434,1.172080634,-0.878323692,-1.57227749,0.342740936,0.449425102,-0.101858628,-1.335964591,-0.667716408,-0.554138639,-0.407640853,-0.535908571,0.037824324,0.127670944,0.612949943,0.697104503,-0.371390676,-0.326796751,-0.461083968,0.739363415
0,-0.046060456,-0.104665844,0.962631834,-0.549137177,-0.387694862,-0.746850988,-0.097049237,-0.859634106,-0.419949506,-0.694693803,-1.106882886,-0.554138639,-0.407640853,-0.324756858,-1.07573087,-0.842541982,0.886718861,0.421652613,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,0.494579179,0.062900275,-0.128668903,0.8894789,-0.443438642,1.353548731,0.675140487,0.457105517,-0.419949506,-0.422969636,-0.72984579,-0.554138639,-0.407640853,0.649373639,-1.07573087,-0.842541982,-0.923798435,0.407501099,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,0.284279143,1.112140555,-0.748809442,-0.194618617,-0.631325639,0.337627097,0.457105517,-0.419949506,-0.121767304,-1.106882886,-0.554138639,-0.407640853,-0.626067233,-1.07573087,-0.842541982,0.352660208,1.05100364,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-1.827512367,-0.683733115,0.412161374,1.651606129,-0.69909363,-1.547293304,0.465473078,-0.859634106,-0.108328506,-1.025922197,0.261519426,1.510299597,2.312386264,-0.907700134,0.997140729,-0.842541982,-0.073092389,0.202803777,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,0.482761919,0.037896483,-0.10595102,0.931850525,-0.482643382,1.336188125,0.808100307,0.457105517,-0.419949506,-0.690746675,-0.72984579,-0.554138639,-0.407640853,0.325474591,-1.07573087,-0.842541982,-0.837157987,0.462099085,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,-3.686465171,1.116306002,1.59407514,-0.860377837,-1.667170237,0.552408345,-0.859634106,-0.419949506,-0.629158571,-0.702618545,0.549804399,-0.407640853,-0.580062588,-1.07573087,-0.842541982,-0.211630668,0.709399036,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,0.208010629,-0.231238031,-0.069531508,1.52289777,-0.617459249,-0.807390446,0.378537811,-0.859634106,-0.419949506,-0.181784122,-0.402771417,1.510299597,2.312386264,-1.259124775,0.623217338,-0.842541982,-0.010860909,0.276540597,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-0.784639192,-0.130882595,0.164055767,0.403747078,-0.887972281,0.560811356,0.496156113,-0.859634106,-0.105101824,-1.335964591,-1.106882886,-0.554138639,-0.407640853,-0.583801087,-1.07573087,-0.842541982,-0.830075817,0.128930481,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,0.834325398,0.000851171,0.218847657,1.257102518,-0.541301977,1.230274152,0.84901102,0.457105517,-0.419949506,-0.690746675,-1.106882886,-0.554138639,-0.407640853,-0.349849096,-1.07573087,-0.842541982,-0.513212186,0.999602093,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-0.232182297,0.784423612,0.466233818,1.734468939,-0.569794041,-1.059583215,0.010341386,-0.859634106,-0.105101824,0.016275952,-0.411927682,0.478080479,0.952372705,-0.954625747,-0.226256766,0.071554485,-0.382954719,0.043432204,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-0.858497065,-0.143555972,0.078832148,1.091095729,-0.907713374,0.439457361,0.230236473,-0.243186716,-0.105101824,-1.335964591,-1.106882886,-0.554138639,-0.407640853,-1.259124775,-1.07573087,-0.842541982,-0.713844628,0.139916813,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,-0.187867573,-1.317173638,0.585903519,0.207623712,-1.067757235,-1.640130681,0.695595843,0.449425102,-0.419949506,-0.979183488,-0.72984579,-0.554138639,-0.407640853,-0.629759797,-0.327884088,-0.842541982,-0.400199667,0.327258424,0.649933684,-0.326796751,-0.461083968,-0.69587145
0,1.085442168,-0.232190588,1.051153934,1.0807533,-0.724298775,0.864113263,1.017767715,-0.201264295,-0.419949506,-0.985939674,-0.72984579,-0.554138639,-0.407640853,-0.332295359,-1.07573087,-0.842541982,-0.082691717,1.07537413,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,-0.120660374,1.093948875,1.304481413,-0.736326872,-0.940906514,0.25069183,-0.859634106,-0.419949506,-0.071391086,-0.402771417,0.478080479,0.952372705,-0.577604957,-0.226256766,-0.842541982,0.31047865,0.419730879,0.649933684,-0.326796751,-0.461083968,-0.69587145
0,0.243462409,-1.105972427,1.423257653,1.07470005,-1.083855626,-1.485483182,0.838783342,-0.859634106,-0.419949506,-1.335964591,-1.106882886,-0.554138639,-0.407640853,-1.259124775,-1.07573087,-0.842541982,-0.0321249,0.742882141,-0.371390676,-0.326796751,-0.461083968,-0.69587145
0,1.100213743,0.137709231,1.253784398,0.752485067,-0.687316867,-0.850955832,0.148415046,-0.195301896,-0.419949506,-0.374677295,-0.411927682,0.478080479,0.952372705,-0.900916931,-0.226256766,-0.780206155,0.166879204,0.584175968,0.649933684,-0.326796751,-0.461083968,-0.69587145
