target,FpDensityMorgan1,BCUT2D_MWHI,SMR_VSA4,SlogP_VSA10,SlogP_VSA12,SlogP_VSA7,SlogP_VSA8,EState_VSA4,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumSaturatedRings,fr_Ar_OH,fr_Ndealkylation2,fr_bicyclic,fr_ester,fr_ether,fr_lactone
0,-0.032956063,-0.503803762,1.6715734,-0.611193724,-0.554138639,-0.407640853,-0.405774738,0.81215538,1.34058328,2.224234309,-0.841178475,0.961879425,1.367013279,-0.489009647,-0.348366507,1.05114968,-0.461083968,-0.69587145,-0.322873202
0,-1.964129992,0.12979979,-0.370242371,-0.611193724,0.141903027,-0.407640853,-0.405774738,1.752524911,1.362640229,-0.654186561,-0.841178475,-1.15425531,-1.028284325,-0.489009647,-0.348366507,-0.764972804,1.793104319,0.739363415,-0.322873202
0,-0.581540764,-0.504642853,-0.882587075,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.382691461,-0.069223341,-0.654186561,-0.841178475,-1.15425531,-1.028284325,0.978019294,-0.348366507,-0.764972804,-0.461083968,-0.69587145,-0.322873202
0,-0.242709038,-0.485654759,2.200381154,-0.611193724,-0.554138639,-0.407640853,-0.405774738,1.102843528,1.380748712,2.943839526,-0.841178475,1.490913108,2.165445813,-0.489009647,-0.348366507,1.05114968,0.666010175,-0.217459828,-0.322873202
0,-1.177063191,-0.512017843,0.703836188,-0.611193724,-0.554138639,-0.407640853,-0.405774738,0.208010723,0.396047828,0.065418656,-0.841178475,-0.625221626,-1.028284325,-0.489009647,-0.348366507,-0.401748307,-0.461083968,-0.69587145,-0.322873202
0,-1.186597416,0.547467616,-0.882587075,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.320005232,1.99126326,-0.654186561,-0.841178475,-1.15425531,-1.028284325,-0.489009647,-0.348366507,-0.764972804,-0.461083968,-0.69587145,-0.322873202
0,-0.625736207,0.540375018,0.175028433,-0.611193724,0.454576796,-0.407640853,-0.405774738,-0.66563499,-0.198003753,0.065418656,1.802525304,1.490913108,1.367013279,0.978019294,-0.348366507,0.687925183,0.666010175,3.609833145,2.04486361
0,-2.626489888,-0.503475061,2.819067205,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.44277216,1.127188235,-0.654186561,-0.18025253,-0.625221626,-0.22985179,-0.489009647,-0.348366507,-0.764972804,-0.461083968,-0.69587145,-0.322873202
0,-0.903430903,-0.473836774,1.166791742,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,1.803946298,0.065418656,0.480673415,0.432845741,1.367013279,-0.489009647,-0.348366507,-0.764972804,-0.461083968,1.217775037,-0.322873202
0,-1.559089767,-0.504482298,0.687373138,-0.611193724,-0.554138639,-0.407640853,1.154277274,-0.636680654,0.035547165,-0.654186561,0.480673415,-0.096187942,0.568580744,0.978019294,1.95085244,-0.401748307,-0.461083968,-0.69587145,-0.322873202
0,0.418012828,-0.503787869,0.658897039,-0.611193724,-0.554138639,-0.407640853,-0.405774738,0.253547449,0.617605528,1.504629091,-0.841178475,0.432845741,0.568580744,0.978019294,-0.348366507,1.05114968,-0.461083968,-0.69587145,-0.322873202
0,-0.85603735,-0.485142795,1.761451696,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,0.834498854,-0.654186561,1.141599359,0.432845741,1.367013279,-0.489009647,1.95085244,-0.401748307,1.793104319,0.739363415,4.412600421
0,0.943202002,-0.485655522,0.658897039,-0.611193724,-0.554138639,-0.407640853,-0.405774738,0.567003959,0.737054025,1.504629091,-0.841178475,0.432845741,0.568580744,0.978019294,-0.348366507,1.05114968,0.666010175,-0.217459828,-0.322873202
0,-0.76709147,-0.471854238,0.175028433,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,0.143930446,0.065418656,1.802525304,1.490913108,1.367013279,0.978019294,-0.348366507,0.687925183,0.666010175,3.609833145,2.04486361
0,-0.85603735,-0.485145158,1.761451696,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.572980266,0.762201077,-0.654186561,1.141599359,0.432845741,1.367013279,-0.489009647,1.95085244,-0.401748307,1.793104319,0.739363415,4.412600421
0,-1.024208019,-0.479558496,0.613957891,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.259523756,-0.288424041,1.504629091,-0.18025253,0.961879425,1.367013279,-0.489009647,-0.348366507,1.05114968,4.047292605,1.696186658,-0.322873202
0,0.445542906,-0.498178851,0.687373138,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,-0.443857268,1.504629091,-0.841178475,0.432845741,-1.028284325,0.978019294,-0.348366507,0.324700686,-0.461083968,-0.69587145,-0.322873202
0,0.29120762,-0.498040403,0.687373138,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,-0.443857268,1.504629091,-0.841178475,0.432845741,-1.028284325,0.978019294,-0.348366507,0.324700686,-0.461083968,-0.69587145,-0.322873202
0,-0.470544164,-0.479559356,0.613957891,0.310327774,-0.554138639,-0.407640853,-0.405774738,-0.572980266,0.170368125,1.504629091,-0.18025253,0.961879425,1.367013279,-0.489009647,-0.348366507,1.05114968,2.920198462,1.696186658,-0.322873202
0,-1.73356863,-0.475058043,1.216180892,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,0.588378766,-0.654186561,1.141599359,0.432845741,0.568580744,-0.489009647,-0.348366507,-0.03852381,0.666010175,1.217775037,2.04486361
0,-0.551818684,-0.47789213,1.761451696,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.634127099,1.054678443,0.065418656,1.141599359,0.961879425,1.367013279,-0.489009647,-0.348366507,0.324700686,0.666010175,1.696186658,2.04486361
0,0.336871545,-0.475870632,-0.370242371,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,-0.298166298,0.785023874,-0.18025253,0.432845741,-0.22985179,2.445048235,-0.348366507,0.324700686,-0.461083968,0.739363415,-0.322873202
0,0.434954415,-0.47586809,-0.370242371,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,-0.298166298,0.785023874,-0.18025253,0.432845741,-0.22985179,2.445048235,-0.348366507,0.324700686,-0.461083968,0.739363415,-0.322873202
0,0.246714566,-0.475874614,-0.370242371,-0.611193724,-0.554138639,-0.407640853,-0.405774738,-0.886436776,-0.38622128,0.785023874,-0.18025253,0.432845741,-0.22985179,2.445048235,-0.348366507,0.324700686,-0.461083968,0.260951794,-0.322873202
