target,acid_group,acid_pka,base_group,base_pKa,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGLO,BCUT2D_MRLOW,BalabanJ,PEOE_VSA10,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA11,EState_VSA2,EState_VSA4,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,FractionCSP3,RingCount,MolLogP,fr_Al_COO,fr_ArN,fr_Ndealkylation1,fr_Ndealkylation2,fr_allylic_oxid,fr_imide,fr_lactone,fr_nitro,fr_piperdine,fr_sulfonamd,fr_urea
1,0.526651041,0.166065333,0.508422416,-0.265320858,0.453705771,0.437602651,0.548209231,0.182430162,-0.394446072,0.137625469,-0.01482315,0.504937416,-0.972315705,0.993834649,-0.386030685,-0.551164483,0.46096545,2.523825405,-1.090978139,0.218245603,0.654861786,0.169446956,0.751693024,0.332964756,-0.684206917,-0.558910617,-0.178662173,-0.119706048,-0.666996286,-0.223647658,-1.026583339,-0.485008546,-0.024656977,-0.537010113,-0.20125112,-0.181940746,1.247860058,0.139214296,-0.299940983,-0.293384409,-0.334072344,2.597490517,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,4.139475004
1,0.526651041,-1.605846542,0.508422416,0.51110945,0.145960012,-0.643600061,0.377909474,0.755681603,-0.607146576,0.607467638,2.168436268,-0.47742143,2.036554147,-0.357938513,-0.386030685,-0.551164483,0.448580142,-0.811173086,-1.090978139,-1.52158297,-0.837349328,-0.447405851,-0.651193263,-1.643240709,-0.684206917,-0.558910617,0.736105816,-1.142633627,-0.930184919,-0.967787694,0.04631868,0.479364331,-0.31423886,-0.918863124,-0.20125112,0.74856395,-1.90136023,-1.396040386,1.865734587,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,0.526651041,0.591524399,0.508422416,0.203412995,-2.308153135,-0.849995401,1.427776042,-0.716455235,-0.373840524,0.276854466,0.694843964,-0.474626326,-1.014037915,-0.808355344,0.194120397,1.043886772,0.490057366,1.349833909,-0.829896266,1.19407994,1.944404543,0.171969778,-0.405072149,2.323193875,1.6375823,-0.558910617,0.161163563,0.139757986,-0.232448026,0.509406877,-1.026583339,0.004354141,-0.007518163,0.010958478,-0.20125112,-1.345071617,1.247860058,1.605564287,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,0.526651041,-0.527182674,0.508422416,-0.452239265,1.377934984,3.003173571,-0.338777733,1.849268969,-0.601965628,0.993427608,2.290995355,-2.145491162,1.63273742,0.224551066,0.169307256,-0.551164483,-0.747546967,-0.151089029,-0.869088642,-1.279107898,-0.496055696,-0.746251325,-1.045146143,-0.539136927,-0.684206917,-0.558910617,-1.021925143,-0.828705879,1.00405709,-0.718650711,-0.511198482,-0.575619697,0.079472066,-0.902980637,0.549066179,-1.193358894,-1.271516173,-0.991543692,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.999972977,0.701801678,-0.272191911,0.458024059,-0.611302602,-0.594128813,-1.000630985,-1.015334964,-0.558082329,-0.148277542,-0.293791139,-0.386030685,-0.551164483,0.448580142,-0.811173086,1.163004391,0.264722064,-0.829944076,-0.759488243,0.534404944,-1.643240709,-0.684206917,-0.558910617,-0.226763164,0.647886042,-0.930184919,-0.061867023,-0.557755067,-0.83681424,0.320140067,1.093993753,-0.20125112,2.224169796,-0.641672115,0.765061286,-0.299940983,-0.293384409,1.998957468,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.69515219,0.950221394,0.176330823,-1.535756284,0.560398147,-0.597479999,0.072652855,-0.645560901,-0.224772207,0.239432365,-0.808355344,-0.386030685,-0.551164483,-0.747546967,-0.811173086,0.214431228,-0.740766922,-0.468936831,-1.081611047,0.170724395,-0.326115767,-0.684206917,-0.558910617,-0.595579755,-0.417534149,-0.604342415,1.116690168,-0.557755067,-0.466709538,0.079472066,0.139745127,0.656467499,0.323768328,-0.641672115,-0.23477951,-0.299940983,-0.293384409,1.998957468,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,-0.742681714,0.545171849,0.790556854,1.412496721,1.596902652,-0.592732468,1.241617266,1.051944334,-2.143464493,1.084864435,-0.259461062,0.21835742,-0.551164483,0.473414146,0.541866632,-1.090978139,-1.279107898,-0.016314685,-0.752800326,-0.196695718,-0.743279626,0.103597102,0.633485189,-0.596328959,-1.142633627,0.352372081,-0.967787694,-0.557755067,-0.801134035,0.262579683,-0.902980637,1.850184421,-0.384224377,-1.271516173,-0.882998153,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.48522844,1.127225704,1.346186919,-1.888567389,0.853323332,-0.703252143,0.226837521,0.250496276,0.849909334,0.758121986,-0.808355344,-0.386030685,-0.551164483,-0.747546967,-0.811173086,0.469232507,-0.484124161,-0.859993886,-1.081611047,-0.22696805,-0.326115767,1.00715108,-0.558910617,-1.021925143,-0.788629488,-0.604342415,1.402780419,-0.390835998,-0.445648325,0.973045475,-0.158909349,0.619500521,-0.166380465,-1.271516173,-0.189864114,-0.299940983,-0.293384409,1.998957468,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.853313919,0.849735468,-0.487800311,-1.284851222,0.650528974,-0.598443189,0.379929352,0.797546054,0.866926062,1.179048167,0.153998454,-0.386030685,-0.551164483,-0.747546967,-0.811173086,-0.307732518,-0.24660281,-0.859993886,-1.081611047,-0.647453698,-0.567165965,0.103597102,0.633485189,-0.599919056,-0.825641332,1.16302576,-0.967787694,0.009731355,1.26972108,0.40599895,0.78259245,-0.20125112,0.130679411,-1.271516173,-0.255757236,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,1.58660921,1.094415911,1.129340579,-2.38296908,-0.611302602,-0.733298243,-1.372235746,-1.935671031,-0.24540343,-0.189956646,-0.808355344,-0.386030685,-0.551164483,-0.747546967,-0.811173086,-1.090978139,1.221080464,-0.859993886,-1.081611047,-1.045146143,-1.643240709,-0.684206917,-0.558910617,-1.021925143,-0.163804115,-0.930184919,-0.633215329,-0.459096916,0.962273517,1.140653335,-0.330395703,-0.20125112,2.44774644,0.618016,-0.031799782,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,0.526651041,-2.168954129,0.508422416,-0.294077536,-2.66117476,-0.750542913,1.92498187,0.019613186,0.607484247,0.064410181,-0.422400186,0.141579597,-0.112344458,0.142435855,0.591556996,-0.551164483,2.0409232,1.758196457,0.810393279,0.163874449,0.284592941,0.517135826,0.883274974,0.564270029,-0.684206917,-0.558910617,1.100443489,-0.598536729,-0.186396142,-0.71086712,0.926294887,0.976641695,0.031923414,0.085068173,-3.884162866,0.238809203,-0.011828057,-0.044792549,-0.299940983,2.647362839,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,2.799768229,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.830308577,0.57386473,0.414043826,1.412808668,0.755681603,-0.592735245,0.263943104,0.322467662,0.468589565,1.252706297,-0.360565751,-0.386030685,-0.551164483,0.473414146,-0.118217425,-0.568814392,0.302625933,-0.047829967,-0.752800326,0.621482375,-0.548712215,0.103597102,0.633485189,-0.174322872,-0.835899541,1.176339567,-0.396439389,-0.557755067,-0.507012319,0.277447263,0.284034453,2.090753519,0.323768328,-1.271516173,0.058418211,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,0.526651041,0.821772835,0.508422416,0.663519844,-2.139467652,-0.025201851,1.427078759,-1.294794707,0.602367321,0.36570584,-0.601883611,-0.474725353,-0.907033183,-0.808355344,-0.386030685,-0.551164483,0.490057366,-0.811173086,-0.062611104,0.209031637,1.71036323,0.166916984,2.405159995,0.119077131,-0.684206917,-0.558910617,-0.560452475,1.868936218,0.636373733,-0.494235813,-0.521167743,-0.538327573,0.079472066,0.703360127,-0.20125112,0.130679411,0.618016,0.724577199,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.976967635,0.940856087,0.114433675,-1.537710944,0.650528974,-0.597537776,0.106683785,-0.246150845,-0.04700394,0.200512383,-0.808355344,-0.386030685,-0.551164483,-0.747546967,-0.811173086,0.214431228,-1.022465137,-0.468936831,-1.081611047,-0.253500817,-0.326115767,-0.684206917,-0.558910617,-0.595579755,-0.417534149,-0.604342415,0.796273597,-0.557755067,-0.471376599,0.079472066,0.101634248,-0.20125112,0.130679411,-0.641672115,-0.382002195,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,1.356555786,-2.125475735,0.051147,1.426399807,-0.611302602,-0.373841646,0.218511725,0.376940902,-0.474767708,0.167588753,0.114829848,-0.386030685,-0.551164483,0.490057366,-0.811173086,0.214431228,0.213985359,-0.837349328,-1.081611047,-0.22696805,0.768412727,0.103597102,0.633485189,-0.595579755,0.547865169,1.077578896,-0.71086712,-0.557755067,-0.716961981,0.223468656,-0.711490403,0.533738293,-0.550810895,-0.641672115,0.779172637,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,-1.898790511,0.866821442,0.508422416,0.591628149,0.927213956,0.024270165,0.52945871,-0.025452227,-0.622085965,0.917248137,-0.547223281,0.344767444,0.672222693,-0.808355344,-0.386030685,-0.551164483,0.46096545,-0.118217425,-1.090978139,-0.686395768,1.125341198,-0.75615282,1.742796353,-1.643240709,-0.684206917,-0.558910617,-0.60066826,1.022389158,0.339981125,-0.390450549,-1.026583339,-0.801134035,0.079472066,1.492553205,0.63282518,2.022950817,-1.271516173,-0.829607343,-0.299940983,-0.293384409,1.998957468,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,4.139475004
1,0.526651041,0.286194952,0.508422416,0.626136163,-0.58121172,-0.752833001,1.442443952,0.192805753,0.599833824,-0.456213987,-0.342493318,-2.3988377,-1.106669067,2.011400459,0.838500205,1.157332684,1.669541254,2.591549481,-0.009751493,0.214965682,1.961064478,0.49504218,0.492200692,2.47235271,1.68990173,-0.558910617,1.148767988,0.167485621,-0.930184919,0.069632355,0.925152269,-0.800938634,-0.807326446,-0.174967083,1.024481808,-0.586508004,1.247860058,0.843525557,-0.299940983,-0.293384409,1.998957468,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
1,0.526651041,0.411329971,0.508422416,0.010743252,-2.407740385,-0.345260463,2.885054671,-0.376962453,-0.373131592,-0.07354011,-0.581443478,-0.902888125,-0.908087265,0.092547223,-0.386030685,1.043886772,0.527340066,-0.090837421,-0.046650645,1.188145895,-0.106464114,-0.141980704,0.357740144,0.99579682,1.628216784,0.633485189,0.644953714,0.206535461,0.791131371,-0.004355713,-0.557755067,0.01453971,0.152693318,0.972409067,-0.20125112,-0.493146329,0.618016,1.375686948,-0.299940983,-0.293384409,-0.334072344,-0.369080422,-0.205891311,-0.171636676,-0.15896779,-0.146910632,-0.342082159,-0.270247899,-0.220021539
