target,acid_group,base_group,MaxEStateIndex,NumRadicalElectrons,BCUT2D_MWLOW,BCUT2D_CHGLO,HallKierAlpha,PEOE_VSA11,PEOE_VSA13,PEOE_VSA6,PEOE_VSA7,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,EState_VSA5,EState_VSA6,EState_VSA8,VSA_EState10,VSA_EState6,VSA_EState8,NumAliphaticCarbocycles,MolLogP,fr_Al_COO,fr_Ar_COO,fr_Ar_NH,fr_Ndealkylation1,fr_allylic_oxid,fr_aryl_methyl,fr_bicyclic,fr_guanido,fr_imidazole,fr_ketone,fr_lactam,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_unbrch_alkane,fr_urea
1,0.480384461,0.611745968,0.650608411,-0.137672629,-0.372942656,-0.45016961,-0.280411279,-0.112279166,0.613733331,-0.190759058,1.000316255,-0.656933693,0.410104741,0.975379206,-0.646247627,0.746633476,-0.273438794,2.929348674,0.653395858,0.467359537,-0.402660883,-0.428018196,0.398960617,0.471759885,-0.472443499,0.600344648,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,0.939002369,1.666377285,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,6.057896143,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,1.306571623,-0.137672629,-1.91931025,-1.786195959,-0.587977276,-0.074106467,-0.436721958,0.601271194,0.812115808,0.161971797,0.766456172,0.068785972,0.249816752,0.761139723,-0.273438794,1.203696339,0.690544471,-0.408980681,-0.048044936,-0.428018196,0.691058279,0.524926728,0.364136293,0.500337895,-0.386564919,-0.153292839,1.462539167,-0.408534479,-0.258318095,-0.280339838,2.127772231,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,2.099936015,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,-0.532763766,-0.137672629,-1.686179081,-1.40049128,-0.098947341,1.208201544,-0.436721958,0.344376114,0.861297856,0.198312049,0.763638842,1.441950999,0.289581055,-0.158718803,-0.273438794,-0.448472241,0.185101097,-0.10618751,0.548986186,-0.428018196,0.489488337,-0.112640866,2.873875669,0.191024817,-0.386564919,-0.153292839,-0.252690013,2.667489835,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,0.272762587,-0.137672629,-0.478482869,-0.973588625,0.516184653,0.417446661,-0.436721958,-0.861586015,-0.622659319,1.000306101,-1.031198076,-0.388935704,-0.646247627,-0.668386047,-0.273438794,-0.448472241,-0.846901631,-0.711773851,-0.658289432,-0.428018196,-1.087088776,-0.415638276,0.364136293,-1.581689039,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,0.426643991,-0.137672629,-0.005250498,-0.015108121,-0.249654679,-0.074106467,1.041421424,4.697021599,-0.082671145,-0.242623744,-1.031198076,-0.388935704,-0.646247627,4.400514142,-0.273438794,-0.448472241,4.880515697,-0.711773851,0.721224484,-0.428018196,-1.363685171,0.318920671,-0.472443499,0.087949515,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,2.83706347,1.104919107,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,8.131325878,-0.231187647
1,0.480384461,0.611745968,0.690881949,-0.137672629,-1.248119166,-0.263057475,-0.981661753,-0.537414593,-0.436721958,-0.040540101,1.438859287,-0.229310822,1.340831053,-0.388935704,0.91655261,0.827095532,-0.273438794,6.349686322,0.142232155,0.198051109,-0.217103367,-0.428018196,0.375552749,0.899988792,0.364136293,1.058558995,0.544516176,-0.153292839,3.177768347,-0.408534479,3.996332884,3.377686781,4.434746964,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,-0.12950743,-0.137672629,0.720945694,0.864969365,0.420839194,-0.06469947,-0.436721958,-0.861586015,-0.971018095,-0.656933693,-0.454721047,-0.388935704,-0.646247627,-0.819857113,-0.273438794,-0.448472241,-0.278204895,-0.711773851,-0.671364214,-0.428018196,-0.448089943,-0.369340936,-0.472443499,-0.559792972,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,-2.081665999,0.611745968,0.125850405,-0.137672629,2.108578036,-0.06338983,1.088257408,-0.537414593,-0.436721958,-0.861586015,-0.961748046,-0.656933693,-1.031198076,-0.388935704,-0.646247627,-0.815438757,-0.273438794,-0.448472241,-0.846901631,-0.478657373,-0.667305319,3.133747822,-0.629659437,-0.082920847,-0.472443499,0.215538327,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,-0.115868011,-0.137672629,0.326066728,-0.2714347,0.276283176,-0.537414593,-0.436721958,0.30789619,0.166726387,-0.656933693,0.286784409,0.068785972,-0.646247627,-0.393916527,4.556967292,-0.448472241,-0.588900949,-0.711773851,-0.034970153,3.531034777,0.932385214,0.270555503,-0.472443499,0.734279774,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,0.939002369,-0.179202502,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,0.469882327,-0.231187647
1,0.480384461,-1.634665454,-0.207162569,-0.137672629,0.296158912,0.518217127,0.442368814,-0.170328193,1.754137631,-0.0936652,-0.666863482,-0.656933693,-0.018938792,-0.388935704,0.153466754,-0.695278715,-0.273438794,-0.448472241,0.278390352,-0.711773851,-0.658289432,2.960692925,-0.092872974,-0.379587463,-0.472443499,0.045547768,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,-0.387070946,-0.137672629,0.608080693,1.04974466,0.350099015,-0.537414593,-0.436721958,0.70945758,-0.508209801,-0.656933693,0.440520978,-0.388935704,-0.646247627,-0.835074655,4.556967292,-0.448472241,-0.846901631,1.104985172,-0.658289432,3.418877442,1.003439285,-0.322362911,-0.472443499,0.647942005,0.544516176,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,4.537167451,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,-1.634665454,0.191047033,-0.137672629,-2.008938958,-1.630704916,0.556168233,0.34051435,-0.436721958,-0.21881625,0.642707915,1.408500157,-0.735980784,-0.388935704,1.613795472,0.384018942,-0.273438794,-0.448472241,-0.588453297,-0.408498865,-0.595158821,-0.428018196,-0.629659437,0.036621241,2.873875669,0.19768496,-0.386564919,-0.153292839,-0.252690013,-0.408534479,0.592612101,-0.280339838,1.666377285,-0.214103731,-0.250488788,2.976122077,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,0.426793246,-0.137672629,0.531480884,1.352652013,0.017927738,-0.537414593,0.679473452,-0.477625607,0.307481405,-0.656933693,0.598524685,0.068785972,-0.098804679,-0.467446028,2.141764248,1.203696339,-0.635105981,2.108240156,-0.867164881,1.435894926,0.941673286,-0.140828165,-0.472443499,0.571789721,0.544516176,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.179202502,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,-2.081665999,0.611745968,0.35682384,-0.137672629,0.432945514,-0.324105673,-0.464950877,-0.537414593,-0.436721958,0.336272873,0.805865247,-0.656933693,1.802213821,0.521561799,-0.646247627,-0.232507393,4.556967292,0.41336263,-0.336362221,0.987093374,1.067539073,3.606064886,2.228134166,0.55810525,-0.472443499,0.859462565,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,-2.081665999,0.611745968,-2.289967466,-0.137672629,-0.996883084,-1.280664386,0.070213958,-0.537414593,-0.436721958,2.235254455,0.440051365,-0.229310822,1.531343163,0.068785972,-0.178333286,0.452528058,-0.273438794,-0.448472241,1.387638038,-0.35689949,3.448430907,-0.428018196,3.319284355,0.722324729,-0.472443499,0.998924563,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,0.743587391,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,-0.25072697,-0.137672629,0.73250867,0.28567579,0.347023355,0.345769531,-0.436721958,-0.696629516,-0.625900585,-0.656933693,-0.745496987,-0.388935704,-0.23452288,-0.521333338,-0.273438794,-0.448472241,-0.549141085,-0.408980681,-0.478866276,-0.428018196,-0.420693373,-0.124458941,-0.472443499,-0.135653451,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.640597448,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,0.480384461,0.611745968,0.345203194,-0.137672629,-0.50609261,-0.446911939,0.140954137,-0.102872169,-0.436721958,-0.861586015,-0.948595296,0.599309075,-0.459972091,-0.388935704,-0.178333286,-0.803920745,-0.273438794,-0.448472241,-0.196107509,-0.711773851,-0.658289432,-0.428018196,-0.615161115,-0.123224229,0.364136293,-0.400821288,-0.386564919,-0.153292839,-0.252690013,-0.408534479,1.443542296,-0.280339838,1.204982338,-0.214103731,-0.250488788,2.976122077,-0.277350098,-0.151099471,-0.337295422,-0.118760796,1.104919107,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
1,-2.081665999,0.611745968,-2.792644929,-0.137672629,0.279181215,1.42872167,0.402385234,-0.537414593,-0.436721958,0.543878849,-0.70243903,-0.296186762,0.185949368,-0.388935704,-0.646247627,-0.835074655,-0.273438794,1.183924656,-0.089337136,-0.711773851,1.206106079,-0.428018196,1.352543717,-0.124799036,-0.472443499,0.376253504,-0.386564919,-0.153292839,-0.252690013,-0.408534479,-0.258318095,-0.280339838,-0.179202502,-0.214103731,-0.250488788,-0.373884683,-0.277350098,-0.151099471,-0.337295422,-0.118760796,-0.254981332,-0.268298431,-0.230574407,-0.260693091,-0.179605302,-0.165900379,-0.174477592,-0.259778964,-0.231187647
