target,acid_group,acid_pka,base_group,MinEStateIndex,qed,MaxPartialCharge,MinAbsPartialCharge,BCUT2D_MWLOW,BCUT2D_CHGLO,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA7,SlogP_VSA8,EState_VSA4,EState_VSA8,VSA_EState5,VSA_EState6,VSA_EState8,VSA_EState9,NumAliphaticCarbocycles,NumAromaticCarbocycles,MolLogP,fr_Ndealkylation1,fr_Ndealkylation2,fr_lactam,fr_lactone,fr_piperdine
1,0.477803118,-1.477865055,0.575335079,0.111866454,-1.245622748,-0.031897887,0.406740013,0.252793796,-1.032328557,1.748420083,0.188224145,0.364421027,0.207491337,-0.944579581,-0.456546637,0.360781681,0.10883553,0.03809356,-0.73304868,-0.274237492,0.452705305,-0.440078758,-0.828710047,-0.324666148,-0.434097799,-0.354801638,3.307189139,-0.166346092,-0.271260047
1,0.477803118,-1.428440765,0.575335079,-2.167613848,-1.531084436,0.155079863,1.01922085,0.241228816,0.209724836,-0.424660713,0.341710034,-0.436257027,1.844925513,0.774179734,1.213313692,-0.039026477,1.518978135,-1.401911346,0.025011887,-0.267065336,-1.045754032,-0.440078758,1.593998407,-0.803930771,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.961897588,0.575335079,0.663998745,0.776427043,-0.057733233,0.322111469,0.897971518,0.77466603,-0.424660713,-0.136844834,-0.043673856,-0.329564207,-0.289891364,-0.456546637,-0.013192717,-0.151448036,0.238062221,0.021458088,0.426933981,-0.076314713,-0.440078758,-0.021140562,0.340775617,1.311432299,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,1.002335642,0.575335079,1.187366738,1.221603519,-0.586861769,-1.411148715,0.604959835,0.587372109,-0.424660713,-0.311367483,-0.436257027,-0.329564207,0.53437835,1.213313692,0.947596419,0.508654501,0.281493578,0.492308824,0.723236609,-0.076314713,-0.440078758,-0.021140562,0.735178715,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,0.575335079,1.112833097,1.473863544,-0.638422605,-1.580045945,-0.19600259,0.660688203,-0.424660713,-0.311367483,-0.436257027,-0.329564207,0.361887368,-0.456546637,0.167790478,0.746506923,0.315414017,1.256414225,-0.172577972,0.733116294,-0.440078758,-0.021140562,0.571462976,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,0.575335079,1.406175765,1.353689684,-0.620693326,-1.52197035,0.867030677,-0.115924567,-0.424660713,-0.311367483,-0.436257027,-0.329564207,0.374691038,-0.456546637,0.205831631,1.440737574,0.281493578,1.334646717,-0.068467597,0.741348498,-0.440078758,0.786428922,0.749008734,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-1.644110391,0.575335079,0.218104961,-0.389912268,-0.033110563,0.402767664,0.588780084,1.318084061,-0.424660713,0.037677815,-0.043673856,0.937854081,-0.14827589,-0.456546637,0.22739788,-0.666154875,0.136855873,-0.714267463,0.116287106,-0.076314713,0.430957955,-0.828710047,0.177687015,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.755214196,0.575335079,0.078963407,0.034333925,-0.2609781,-0.343655374,-0.164304663,-0.730026966,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.093905968,-0.456546637,0.262804425,-0.400813336,0.318536355,-0.725047013,0.192837454,0.298404962,-0.440078758,-0.828710047,0.005537935,1.311432299,1.83123426,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-0.624172786,0.575335079,-2.177477853,-1.527024976,-0.244630423,-0.290105479,0.101169653,0.08969228,-0.424660713,-0.311367483,3.010045821,-0.329564207,2.022380241,-0.456546637,0.302234649,2.390210852,-1.840736652,-3.073853655,0.595866228,-4.8621045,-0.440078758,-0.828710047,-1.671706706,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.622667239,0.575335079,0.793040176,-0.494352658,-0.219956223,-0.209280488,0.105510307,0.453860557,1.748420083,-0.311367483,-0.028162144,-0.329564207,0.299742249,2.97176508,0.879042466,-0.28414831,0.342705848,3.637059668,-0.029247818,-0.076314713,-0.440078758,2.401567891,1.015198643,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.00935674,0.575335079,0.672977596,0.440303625,-0.214349699,-0.190915262,0.497515233,0.130186749,0.661879685,-0.311367483,0.788717571,-0.329564207,-0.614111757,-0.456546637,1.37434448,0.09495937,0.482670557,-0.101705734,0.332551857,0.229333476,-0.440078758,-0.021140562,0.050477245,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.694557114,-1.738117554,-0.095336747,1.118702451,-0.130737487,0.082972284,-2.09355567,-1.50055422,-0.424660713,-0.136844834,-0.436257027,-0.329564207,0.32474512,-0.456546637,-0.0677184,-0.604571051,0.195580295,-0.602564147,0.194757044,-0.076314713,3.044068092,-0.828710047,0.363847654,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,0.575335079,1.149955665,1.542288587,-0.613740672,-1.499195624,-0.005954897,-0.414893253,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.623760185,-0.456546637,0.279428066,2.100583036,0.281493578,2.29812545,0.174905088,0.349876852,-0.440078758,0.786428922,0.440226327,1.311432299,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-1.612658571,0.575335079,0.298564646,-0.017508153,-0.094351804,0.202160445,1.697249519,1.966527076,-0.424660713,-0.136844834,-0.436257027,1.03126855,-1.086464612,-0.456546637,-0.891055065,-0.385933742,0.195188683,-0.709659255,-0.274237492,-0.076314713,-0.440078758,-0.828710047,-0.169631304,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,-1.738117554,1.60197891,-0.135225657,-0.578316104,-1.383155777,0.459902085,0.418091739,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.432596757,-0.456546637,-0.490175974,0.750634301,0.281493578,-0.602564147,-0.013506224,2.573246067,-0.440078758,-0.828710047,0.522117204,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-0.055793459,0.575335079,0.578945644,-1.37891974,-0.243616357,-0.286783716,0.886622694,0.891862652,-0.424660713,-0.311367483,0.80749226,-0.329564207,0.387893305,-0.456546637,-0.029816357,-0.46239716,0.064154856,-0.602564147,0.042968363,-0.076314713,-0.440078758,-0.828710047,0.093436123,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.294669683,0.575335079,-0.266231785,-1.510977785,-0.092799505,0.207245293,0.101036901,-0.002239494,-0.424660713,0.041292008,0.348909314,-0.329564207,2.45144484,1.19333029,-0.40941112,1.969940989,-0.882828757,1.667777099,0.685972964,-0.076314713,-0.440078758,3.209137375,0.191236473,-0.434097799,1.83123426,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-0.763459419,0.575335079,-0.1011446,0.520167922,-0.054658861,0.332182153,0.397060277,-0.424467073,-0.424660713,-0.136844834,1.442900342,-0.329564207,-0.932021667,2.104360665,-0.138559744,-0.678909308,-0.382371335,-0.443594134,-0.261392388,-0.076314713,-0.440078758,-0.021140562,0.257745992,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.072260381,0.575335079,-0.173459632,-1.498637073,-0.243028458,-0.28485794,0.18956685,0.014220138,-0.424660713,-0.311367483,-0.436257027,-0.329564207,0.323034651,-0.456546637,0.074150874,0.760149131,-0.766804128,-0.0119034,-0.308063946,0.345771754,-0.440078758,0.786428922,-0.740677413,-0.434097799,1.83123426,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,-1.738117554,0.684468109,0.990133013,-0.130741115,0.082960402,-2.055755742,-1.519169576,-0.424660713,-0.136844834,-0.436257027,-0.329564207,0.940201965,-0.456546637,1.118501919,-0.339229512,0.488120253,-0.602564147,0.317209336,-0.076314713,3.044068092,-0.828710047,0.64541562,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,1.031540904,0.575335079,1.135757279,1.354695949,-0.549836294,-1.289864795,-0.195819822,0.97626873,-0.424660713,-0.311367483,-0.028162144,-0.329564207,-0.309005517,-0.456546637,-0.636475435,1.005571051,0.319364755,0.242677564,0.36785044,-0.076314713,-0.440078758,-0.021140562,0.465797009,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.258724745,0.575335079,0.717154478,0.414317552,-0.254862769,-0.323623456,0.861862364,-0.220341581,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.910193978,-0.456546637,-0.891055065,-0.46239716,0.144480087,-0.614261605,0.015772658,-0.076314713,-0.440078758,-0.828710047,-0.50571067,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-1.830574755,-1.738117554,0.229367619,0.104190026,-0.061078461,0.311153546,0.721429841,0.759813102,-0.424660713,-0.136844834,-0.043673856,-0.329564207,0.638950569,-0.456546637,-0.891055065,-0.46239716,0.096890542,-0.602564147,-0.010936449,-0.076314713,-0.440078758,-0.021140562,0.455409642,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,0.575335079,0.831824793,0.834629741,-0.112143096,0.143881714,-1.437282374,-0.681160615,-0.424660713,-0.136844834,-0.436257027,-0.329564207,0.051310948,-0.456546637,0.560966422,-0.151448036,0.357379067,-0.602564147,0.496719466,-0.076314713,1.301994667,-0.828710047,0.667778001,1.311432299,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,-1.610412012,0.575335079,0.053185795,-1.187985638,-0.089388422,0.218418938,-0.340485062,-0.390451129,-0.424660713,-0.136844834,-0.436257027,-0.329564207,0.658368186,-0.456546637,-0.393563202,-0.258639445,-0.040288586,1.326457763,0.172524286,-0.076314713,-0.440078758,0.786428922,0.078747917,-0.434097799,1.83123426,-0.302371578,-0.166346092,1.887517829
1,0.477803118,0.139657139,0.575335079,0.173368453,-1.136009804,-0.130168595,0.084835798,-0.297450591,0.620921704,-0.424660713,-0.136844834,-0.436257027,-0.329564207,-0.281933463,-0.456546637,0.257263212,-0.604571051,0.175058395,-0.602564147,-0.184073351,-0.076314713,0.430957955,-0.828710047,0.057392255,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,0.027329209,0.575335079,0.864209625,0.613013037,-0.420528174,-0.866291694,0.378486634,0.967220118,-0.424660713,-0.311367483,-0.436257027,-0.329564207,0.647879455,-0.456546637,0.511550357,-0.400813336,0.296589845,1.054501126,0.018233742,-0.076314713,-0.440078758,0.786428922,0.429234928,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,0.477803118,1.020308111,0.575335079,0.767287411,1.617144645,-0.05595885,0.327923796,-1.024370317,-1.304014528,-0.424660713,-0.136844834,-0.043673856,-0.329564207,-0.605087739,1.213313692,0.744740855,-0.491127832,0.324220928,0.522708773,-0.21508028,-0.076314713,-0.440078758,-0.021140562,0.356982155,-0.434097799,-0.354801638,-0.302371578,-0.166346092,8.36385146
1,0.477803118,0.081246615,0.575335079,0.859541146,0.432156357,-0.420528176,-0.8662917,0.686240678,1.742068015,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.305850275,-0.456546637,-0.642309133,-0.86991259,0.262538025,0.015682344,-0.220447347,-0.076314713,-0.440078758,-0.021140562,0.040112983,-0.434097799,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,-1.738117554,0.635317193,-1.480371955,-0.124143323,0.104572712,-0.480251939,-0.874353057,-0.424660713,0.037677815,-0.436257027,-0.329564207,0.406750167,-0.456546637,1.76082123,-0.329730293,0.90059667,0.937344563,0.05597961,4.511272708,-0.440078758,2.401567891,1.213651165,3.056962398,-0.354801638,-0.302371578,-0.166346092,-0.271260047
1,-2.092912251,1.049513373,0.575335079,0.551893931,1.287354937,-0.260304742,-0.341449662,-1.257981475,-0.267472479,-0.424660713,-0.311367483,-0.436257027,-0.329564207,-0.296826257,-0.456546637,1.947417204,1.443083646,0.335137209,2.127213322,0.541987448,-0.076314713,-0.440078758,0.786428922,0.464965228,1.311432299,1.83123426,-0.302371578,-0.166346092,-0.271260047
